id,label,type
36222594,loteprednol etabonate / tobramycin Ophthalmic Product,medication
36224043,diphenhydramine Oral Product,medication
36227101,meperidine Injectable Product,medication
36244695,benzocaine / dextromethorphan Lozenge Product,medication
36215577,aluminum hydroxide / magnesium hydroxide / simethicone Oral Liquid Product,medication
35201421,sodium polystyrene sulfonate Oral Powder Product,medication
36214614,nadolol Oral Product,medication
36221349,pseudoephedrine / triprolidine Pill,medication
36213381,scopolamine Injectable Product,medication
36214493,atovaquone / proguanil Pill,medication
36227556,foscarnet Injectable Product,medication
36217722,amlodipine Oral Product,medication
36227491,hydralazine Injectable Product,medication
36224578,enalapril Oral Product,medication
36214530,bromocriptine Oral Product,medication
36214318,indapamide Pill,medication
36222006,aliskiren / hydrochlorothiazide Pill,medication
1355708,larotrectinib Pill,medication
36215492,natamycin Ophthalmic Product,medication
36219713,rifampin Injectable Product,medication
36223397,oseltamivir Oral Liquid Product,medication
36219071,hyoscyamine Pill,medication
36218125,cefuroxime Oral Product,medication
36221147,midazolam Injectable Product,medication
36226536,drospirenone / ethinyl estradiol Pill,medication
36246065,hydroxyethyl starch 130-0.4 Injectable Product,medication
36227350,tromethamine Injectable Product,medication
36221761,thalidomide Pill,medication
36225759,emtricitabine Oral Liquid Product,medication
36244815,ethinyl estradiol / norelgestromin Transdermal Product,medication
36222883,ganciclovir Ophthalmic Product,medication
36223144,metformin Oral Product,medication
36214118,tobramycin Inhalant Product,medication
36223782,nebivolol Oral Product,medication
36223173,triamcinolone Topical Product,medication
36214146,ambrisentan Pill,medication
36214703,"insulin aspart, human Injectable Product",medication
36219246,zinc oxide Paste Product,medication
36221094,lidocaine Ophthalmic Product,medication
36227566,etomidate Injectable Product,medication
36219120,loperamide Oral Product,medication
36248563,nintedanib Pill,medication
36226205,oxcarbazepine Oral Liquid Product,medication
36249045,bupropion / naltrexone Oral Product,medication
36217858,buprenorphine / naloxone Oral Product,medication
36219925,iron sucrose Injectable Product,medication
36224971,pilocarpine Pill,medication
36212110,granisetron Pill,medication
36220004,thioctate Oral Product,medication
36217723,amlodipine Pill,medication
36219873,letrozole Pill,medication
36215425,dabigatran etexilate Oral Product,medication
36226873,pegaspargase Injectable Product,medication
36226299,cevimeline Oral Product,medication
36246748,perampanel Oral Product,medication
36224293,hydrochlorothiazide / losartan Oral Product,medication
36213841,glyburide Pill,medication
36213888,rabeprazole Oral Product,medication
36216120,acetaminophen / hydrocodone Oral Liquid Product,medication
36223921,carvedilol Pill,medication
741809,rimegepant Oral Product,medication
36213593,ethinyl estradiol / norethindrone Pill,medication
36211785,prednisolone Pill,medication
36212677,desipramine Oral Product,medication
792652,abemaciclib Pill,medication
36225626,valproate Oral Product,medication
36214312,imipramine Pill,medication
1594278,ascorbic acid / polyethylene glycol 3350 / potassium chloride / sodium ascorbate / sodium chloride / sodium sulfate Oral Powder Product,medication
36245030,nicotine Chewable Product,medication
36212457,dextromethorphan / guaifenesin / pseudoephedrine Oral Product,medication
36221086,"hyoscyamine / methenamine / methylene blue / phenyl salicylate / sodium phosphate, monobasic Pill",medication
36220549,vilazodone Pill,medication
36218380,valganciclovir Pill,medication
36216560,cinnamon bark Pill,medication
36219253,zinc sulfate Oral Product,medication
36212658,clozapine Pill,medication
36219269,abacavir / lamivudine Pill,medication
36219020,quinidine Oral Product,medication
36218197,calcium carbonate / cholecalciferol / magnesium oxide Oral Product,medication
36224127,disopyramide Pill,medication
36219537,brimonidine Ophthalmic Product,medication
36217716,amlodipine / olmesartan Oral Product,medication
36223772,naratriptan Pill,medication
36245734,docosaenoic acid / eicosapentaenoate Pill,medication
36224685,niacinamide Oral Product,medication
36224800,fluorouracil Topical Product,medication
36224243,palivizumab Injectable Product,medication
36220458,galantamine Pill,medication
36244675,vardenafil Disintegrating Oral Product,medication
36226469,docosahexaenoate Oral Product,medication
36224715,isoproterenol Injectable Product,medication
36214108,ibuprofen Pill,medication
36223725,sucralfate Oral Liquid Product,medication
36220120,pioglitazone Oral Product,medication
36227374,nystatin / triamcinolone Topical Product,medication
36214145,ambrisentan Oral Product,medication
36245339,carbidopa / levodopa Disintegrating Oral Product,medication
36224275,tiotropium Inhalant Product,medication
1593489,dupilumab Injectable Product,medication
36247682,dolutegravir Oral Product,medication
36215054,copper gluconate Oral Product,medication
36238412,ruxolitinib Oral Product,medication
1718262,omeprazole Granule Product,medication
36215409,cyclobenzaprine Pill,medication
36223395,orphenadrine Pill,medication
36225419,omega-3 acid ethyl esters (USP) Oral Product,medication
36216815,acetaminophen / oxycodone Pill,medication
36221185,"estrogens, esterified (USP) / methyltestosterone Oral Product",medication
36223008,magnesium sulfate / potassium sulfate / sodium sulfate Oral Product,medication
1594005,midostaurin Oral Product,medication
36225731,sorbitol Oral Product,medication
36217011,acetic acid / hydrocortisone Otic Product,medication
1356035,prucalopride Pill,medication
36214406,tramadol Pill,medication
36248526,naloxegol Pill,medication
36213953,acetaminophen / aspirin / caffeine Pill,medication
36226907,lansoprazole Oral Liquid Product,medication
36223993,bismuth subcitrate / metronidazole / tetracycline Pill,medication
36222942,ubiquinol Oral Product,medication
36212875,ticagrelor Oral Product,medication
36224765,dutasteride Pill,medication
36214423,trazodone Pill,medication
36224292,hydrochlorothiazide / lisinopril Pill,medication
36220823,hydroxocobalamin Injectable Product,medication
36212532,cromolyn Nasal Product,medication
36224299,hydrochlorothiazide / metoprolol Oral Product,medication
36227629,rosuvastatin Pill,medication
36244858,clobetasol Shampoo Product,medication
36224639,ipratropium Nasal Product,medication
1366366,glycopyrronium Injectable Product,medication
36219037,tacrolimus Pill,medication
36212272,carbamazepine Pill,medication
36227622,ropinirole Pill,medication
36226704,iron carbonyl Pill,medication
36247436,tafamidis Oral Product,medication
36211939,calcium gluconate Injectable Product,medication
36223422,oxazepam Pill,medication
36248688,cholecalciferol / folic acid Pill,medication
36221211,glucose Pill,medication
36214373,scopolamine Topical Product,medication
36225476,tolterodine Oral Product,medication
36248558,dapagliflozin / metformin Pill,medication
36214143,alvimopan Oral Product,medication
36221370,purified protein derivative of tuberculin Injectable Product,medication
36213867,mycophenolate mofetil Oral Product,medication
36220910,prednisolone Ophthalmic Product,medication
36225769,entacapone Oral Product,medication
36225616,ursodeoxycholate Pill,medication
36247598,"influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus / influenza A-California-7-2009-(H1N1)v-like virus vaccine / influenza B virus vaccine B/Brisbane/60/2008 antigen / influenza B virus vaccine, B-Massachusetts-2-2012-like virus Injectable...",medication
36224219,imiquimod Topical Product,medication
36216361,clindamycin Oral Product,medication
36217861,buprenorphine Oral Product,medication
36223951,dofetilide Oral Product,medication
36227568,etoposide Injectable Product,medication
36218104,caffeine / ergotamine Pill,medication
36215852,citric acid / potassium citrate Oral Product,medication
36212966,aztreonam Injectable Product,medication
36226407,"sennosides, USP Pill",medication
36222010,aliskiren Pill,medication
36225366,ketorolac Ophthalmic Product,medication
36217557,amphotericin B Injectable Product,medication
36226910,lanthanum carbonate Oral Product,medication
36223584,dimethicone Topical Product,medication
36243852,famotidine Disintegrating Oral Product,medication
36244058,permethrin Shampoo Product,medication
36221210,glucose Oral Product,medication
36224710,isopropyl alcohol Medicated Pad or Tape,medication
36219036,tacrolimus Oral Product,medication
36214494,atovaquone Oral Liquid Product,medication
36246370,trametinib Oral Product,medication
36215444,frovatriptan Pill,medication
36246193,alogliptin Oral Product,medication
36220899,prasugrel Pill,medication
36219358,loratadine / pseudoephedrine Oral Product,medication
36214993,calcium citrate Pill,medication
36219383,minoxidil Pill,medication
36249521,azelastine / fluticasone Nasal Product,medication
36226705,iron-dextran complex Injectable Product,medication
36214663,resveratrol Oral Product,medication
36225531,balsalazide Pill,medication
36227625,rosiglitazone Pill,medication
36244870,menthol Lozenge Product,medication
36226908,lansoprazole Oral Product,medication
36227611,rivastigmine Topical Product,medication
36224129,disulfiram Pill,medication
702420,tixagevimab Injectable Product,medication
36220535,vardenafil Oral Product,medication
36219390,mirtazapine Pill,medication
36227628,rosuvastatin Oral Product,medication
36225152,lactate Topical Product,medication
36216075,ascorbic acid / vitamin E Oral Product,medication
36219271,abacavir Oral Product,medication
36226099,"diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Injectable Product",medication
36223852,homatropine Ophthalmic Product,medication
36245759,psyllium Wafer Product,medication
36226132,famotidine Injectable Product,medication
36227300,piroxicam Oral Product,medication
36243794,nicotine Transdermal Product,medication
36216364,clindamycin Vaginal Product,medication
36219003,pyrimethamine Pill,medication
36227209,promethazine Injectable Product,medication
36221622,pyridostigmine Injectable Product,medication
36214287,bacitracin / neomycin / polymyxin B Ophthalmic Product,medication
36216028,digoxin Pill,medication
36222619,epirubicin Injectable Product,medication
36225725,pralatrexate Injectable Product,medication
36227122,mepivacaine Injectable Product,medication
36219415,mometasone Inhalant Product,medication
36216956,amiodarone Oral Product,medication
36227375,nystatin Oral Liquid Product,medication
36225944,hyaluronate Injectable Product,medication
36214664,resveratrol Pill,medication
36225781,eplerenone Oral Product,medication
36246371,trametinib Pill,medication
36224532,doxylamine Pill,medication
36223394,orphenadrine Oral Product,medication
36220537,varenicline Oral Product,medication
36217282,cefuroxime Injectable Product,medication
36223777,nateglinide Oral Product,medication
36213823,cyclophosphamide Pill,medication
36248204,aspirin / calcium carbonate Pill,medication
36243777,cobamamide / vitamin B12 Sublingual Product,medication
36214582,morphine Oral Liquid Product,medication
36213581,quetiapine Oral Product,medication
36213722,dextromethorphan / guaifenesin Oral Liquid Product,medication
36245026,psyllium Oral Powder Product,medication
36212056,ethanol Injectable Product,medication
36227542,folic acid Oral Product,medication
36221172,"estrogens, conjugated (USP) / medroxyprogesterone Pill",medication
36227307,sodium bicarbonate Oral Product,medication
36219572,ciclopirox Topical Product,medication
36212952,azathioprine Oral Product,medication
36211851,ethambutol Oral Product,medication
36222885,ganciclovir Pill,medication
36227301,piroxicam Pill,medication
36220775,leuprolide Injectable Product,medication
36224393,finasteride Oral Product,medication
36214699,insulin glargine Injectable Product,medication
36224241,paliperidone Oral Product,medication
36246176,brimonidine / brinzolamide Ophthalmic Product,medication
36213718,codeine Pill,medication
36214701,insulin lispro Injectable Product,medication
36248592,pirfenidone Pill,medication
36218458,potassium citrate Pill,medication
36215540,alfentanil Injectable Product,medication
36225520,azelastine Ophthalmic Product,medication
36213741,dextromethorphan / promethazine Oral Product,medication
36221013,levetiracetam Pill,medication
36248418,sugammadex Injectable Product,medication
36220845,hydroxyzine Oral Product,medication
36249099,obeticholic acid Pill,medication
36213599,ethinyl estradiol / ethynodiol Pill,medication
36212830,phenobarbital Pill,medication
36213775,cholecalciferol Oral Product,medication
36215487,naproxen Oral Liquid Product,medication
36227009,nimodipine Oral Product,medication
36217144,clonidine Topical Product,medication
36219333,alfuzosin Pill,medication
36221404,minocycline Pill,medication
36221316,paclitaxel Injectable Product,medication
36213436,calcium carbonate Oral Liquid Product,medication
36221730,testosterone Injectable Product,medication
36248277,brivaracetam Oral Product,medication
36226233,oxybutynin Pill,medication
36214119,tobramycin Injectable Product,medication
37496830,semaglutide Pill,medication
36216360,clindamycin Oral Liquid Product,medication
36221154,midodrine Pill,medication
36211843,ethacrynate Oral Product,medication
36217566,ascorbic acid / cuprous oxide / lutein / vitamin E / zinc oxide Oral Product,medication
36218919,propylene glycol Ophthalmic Product,medication
36220817,hydromorphone Injectable Product,medication
36224083,famotidine / ibuprofen Oral Product,medication
36218731,papaverine Injectable Product,medication
36227221,propofol Injectable Product,medication
36225664,ondansetron Oral Product,medication
36219241,zinc gluconate Oral Product,medication
36227165,flurazepam Oral Product,medication
36248591,pirfenidone Oral Product,medication
36227037,nitrofurantoin Oral Product,medication
36219727,risedronate Pill,medication
36227227,sufentanil Injectable Product,medication
36226252,bicalutamide Pill,medication
36248235,tipiracil / trifluridine Pill,medication
36248160,fosaprepitant Injectable Product,medication
36224212,imatinib Oral Product,medication
36219520,bosentan Pill,medication
36249206,sofosbuvir / velpatasvir Oral Product,medication
36214671,rifapentine Oral Product,medication
36245901,estradiol / norethindrone Transdermal Product,medication
36222711,posaconazole Oral Liquid Product,medication
36221025,levofloxacin Injectable Product,medication
36216558,cimetidine Pill,medication
36216224,calcitriol Oral Liquid Product,medication
36221982,butabarbital / hyoscyamine / phenazopyridine Oral Product,medication
36227157,fluphenazine Oral Liquid Product,medication
36244359,nicotine Lozenge Product,medication
36226019,vitamin E Pill,medication
36225988,vitamin A Pill,medication
36248814,levothyroxine Oral Product,medication
36214834,colchicine Oral Product,medication
36218378,valganciclovir Oral Liquid Product,medication
36219578,cilostazol Oral Product,medication
36247256,tavaborole Topical Product,medication
36215290,dextroamphetamine Pill,medication
36227544,follicle stimulating hormone / luteinizing hormone Injectable Product,medication
36215489,naproxen Pill,medication
36227336,sodium fluoride Paste Product,medication
36221155,mifepristone Oral Product,medication
36217021,acetic acid Otic Product,medication
36216898,acarbose Pill,medication
36219393,misoprostol Oral Product,medication
36221698,ramipril Oral Product,medication
36248140,cariprazine Pill,medication
35200834,cannabidiol Oral Product,medication
36227378,nystatin Pill,medication
36238285,linagliptin / metformin Pill,medication
36218160,benzoyl peroxide / erythromycin Topical Product,medication
36226001,vitamin B complex Pill,medication
36220431,ginger root Oral Product,medication
36224470,pamidronate Injectable Product,medication
36218938,protriptyline Pill,medication
36214424,treprostinil Inhalant Product,medication
36226093,lamotrigine Oral Product,medication
740098,Lacticaseibacillus rhamnosus Oral Product,medication
36214288,bacitracin / neomycin / polymyxin B Topical Product,medication
36223241,trospium Oral Product,medication
36218318,hydrochlorothiazide / telmisartan Oral Product,medication
36222661,magnesium citrate Pill,medication
36226300,cevimeline Pill,medication
36218398,hydrocortisone Topical Product,medication
36248255,Bacillus coagulans Pill,medication
36218135,cephalexin Oral Product,medication
36225207,simethicone Oral Product,medication
36221121,lisinopril Oral Product,medication
36224514,doxepin Oral Liquid Product,medication
36226734,meclizine Oral Product,medication
36225627,valproate Pill,medication
36212580,nalbuphine Injectable Product,medication
36214444,anastrozole Oral Product,medication
36243848,simethicone Chewable Product,medication
36220247,erythromycin Ophthalmic Product,medication
36219302,terbutaline Injectable Product,medication
36225295,polyethylene glycol 400 / propylene glycol Ophthalmic Product,medication
1594528,polyethylene glycol 3350 Oral Powder Product,medication
36212551,diazepam Rectal Product,medication
36217715,amlodipine / benazepril Pill,medication
36226327,methotrexate Pill,medication
36226470,docosahexaenoate Pill,medication
1361517,amlodipine Oral Liquid Product,medication
36218389,hydrocortisone Injectable Product,medication
36225976,stannous fluoride Oral Product,medication
1355932,citric acid / magnesium oxide / picosulfurate Oral Powder Product,medication
36214445,anastrozole Pill,medication
36218319,hydrochlorothiazide / telmisartan Pill,medication
36214107,ibuprofen Oral Product,medication
36216640,chlorhexidine Dental Product,medication
36224320,hydrochlorothiazide / triamterene Pill,medication
36226142,felodipine Pill,medication
36220576,fluocinolone Otic Product,medication
37003302,magnesium sulfate / potassium chloride / sodium sulfate Pill,medication
36221075,metoclopramide Pill,medication
36213159,aspirin / butalbital / caffeine Pill,medication
36220792,voriconazole Pill,medication
36247062,tedizolid Pill,medication
36226260,bimatoprost Ophthalmic Product,medication
36226383,progesterone Vaginal Product,medication
36215578,aluminum hydroxide / magnesium hydroxide / simethicone Oral Product,medication
36244700,ubidecarenone Chewable Product,medication
36216773,clobetasol Topical Product,medication
36225519,azelastine Nasal Product,medication
36246367,fluticasone / vilanterol Inhalant Product,medication
36245616,potassium nitrate / sodium fluoride Oral Paste Product,medication
36227312,sodium chloride Inhalant Product,medication
36245778,triamcinolone Oral Paste Product,medication
36217186,acyclovir Topical Product,medication
36244990,estradiol / levonorgestrel Transdermal Product,medication
36213952,acetaminophen / aspirin / caffeine Oral Product,medication
36221020,levocarnitine Oral Liquid Product,medication
36218605,leucovorin Injectable Product,medication
36225773,entecavir Pill,medication
36227036,nitrofurantoin Oral Liquid Product,medication
36216848,acetaminophen / pseudoephedrine Pill,medication
36224482,pantoprazole Oral Product,medication
36249004,"insulin isophane / insulin, regular, human Injectable Product",medication
36221120,lisdexamfetamine Pill,medication
36219948,ferrous sulfate Oral Product,medication
36217286,ciprofloxacin / dexamethasone Otic Product,medication
36221395,mineral oil Topical Product,medication
36212124,betamethasone / clotrimazole Topical Product,medication
36226566,efavirenz Oral Product,medication
36219026,quinine Pill,medication
36217274,cefotaxime Injectable Product,medication
36223600,potassium chloride Injectable Product,medication
36220588,fluticasone Nasal Product,medication
36222994,iodine / potassium iodide Oral Product,medication
36225037,norfloxacin Pill,medication
36215452,magnesium chloride Oral Product,medication
36227203,promazine Oral Product,medication
36215184,calcium polycarbophil Pill,medication
36212940,atropine Ophthalmic Product,medication
36223225,atorvastatin Pill,medication
36215613,bacitracin Ophthalmic Product,medication
36226749,medroxyprogesterone Injectable Product,medication
36221183,"estrogens, conjugated (USP) Pill",medication
36227245,sulfadiazine Oral Product,medication
36220844,hydroxyzine Oral Liquid Product,medication
36226008,vitamin B6 Oral Product,medication
36245147,magnesium sulfate Granule Product,medication
36227376,nystatin Oral Product,medication
36212405,chlorothiazide Oral Liquid Product,medication
36219721,riluzole Oral Product,medication
36224926,nifedipine Oral Product,medication
36219416,mometasone Nasal Product,medication
36220781,levetiracetam Injectable Product,medication
36248806,levothyroxine Pill,medication
36223731,vitamin K1 Pill,medication
793860,glecaprevir / pibrentasvir Oral Product,medication
36219430,pentosan polysulfate Pill,medication
36223451,prazosin Pill,medication
36218072,chondroitin sulfates / glucosamine Pill,medication
36224531,doxylamine Oral Product,medication
36223771,naratriptan Oral Product,medication
36223431,oxycodone Oral Liquid Product,medication
36217887,carboxymethylcellulose Ophthalmic Product,medication
36226989,megestrol Pill,medication
36223120,labetalol Oral Product,medication
36214117,tinidazole Pill,medication
36247190,apremilast Pill,medication
36246593,alendronate Pill,medication
36226283,celecoxib Pill,medication
36213898,ranolazine Pill,medication
36225446,furosemide Oral Product,medication
36226135,famotidine Pill,medication
36223201,aripiprazole Oral Product,medication
36214842,colistin Injectable Product,medication
36226325,methotrexate Injectable Product,medication
