id,label,type
36221383,mineral oil / petrolatum / phenylephrine Rectal Product,medication
36218900,polyethylene glycol 3350 / potassium chloride / sodium bicarbonate / sodium chloride Oral Product,medication
36213635,red yeast rice Oral Product,medication
36225760,emtricitabine Oral Product,medication
36215409,cyclobenzaprine Pill,medication
36222993,iodine / potassium iodide Oral Liquid Product,medication
36216213,calamine / zinc oxide Topical Product,medication
36213182,bromelains Pill,medication
36221351,pseudoephedrine Oral Product,medication
36219003,pyrimethamine Pill,medication
36215853,citric acid / sodium citrate Oral Liquid Product,medication
36220789,voriconazole Injectable Product,medication
36217485,demeclocycline Pill,medication
36227374,nystatin / triamcinolone Topical Product,medication
36214080,ziprasidone Pill,medication
36224046,diphenhydramine Topical Product,medication
36217928,benzocaine / menthol Oral Product,medication
36245928,chlorhexidine Soap Product,medication
36216814,acetaminophen / oxycodone Oral Product,medication
36243768,carbamazepine Chewable Product,medication
36213826,cyclosporine Injectable Product,medication
36216254,amiloride Oral Product,medication
36223378,tretinoin Pill,medication
36224602,fosinopril Oral Product,medication
36223145,metformin Pill,medication
36218509,estradiol Oral Product,medication
36218017,calcium carbonate / glycine Oral Product,medication
1361596,upadacitinib Oral Product,medication
792651,abemaciclib Oral Product,medication
36223708,Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 18C capsular antige...,medication
36226018,vitamin E Oral Product,medication
36212457,dextromethorphan / guaifenesin / pseudoephedrine Oral Product,medication
36222595,loteprednol etabonate Ophthalmic Product,medication
36223683,probenecid Pill,medication
36221162,milrinone Injectable Product,medication
36218003,calcium carbonate / ergocalciferol Pill,medication
36224144,docosahexaenoate / eicosapentaenoate / vitamin E Pill,medication
36214313,immunoglobulin G Injectable Product,medication
36219726,risedronate Oral Product,medication
36217850,bupivacaine / epinephrine Injectable Product,medication
36220121,pioglitazone Pill,medication
36215444,frovatriptan Pill,medication
36225283,plerixafor Injectable Product,medication
36216360,clindamycin Oral Liquid Product,medication
36227300,piroxicam Oral Product,medication
36213204,calcium ascorbate Pill,medication
36222368,fesoterodine Pill,medication
36223131,metformin / pioglitazone Oral Product,medication
36220851,"hyoscyamine / methenamine / methylene blue / phenyl salicylate / sodium phosphate, monobasic Oral Product",medication
36227212,promethazine Pill,medication
36219429,pentosan polysulfate Oral Product,medication
36223395,orphenadrine Pill,medication
36214117,tinidazole Pill,medication
36220586,fluticasone / salmeterol Inhalant Product,medication
36225988,vitamin A Pill,medication
36225553,capecitabine Pill,medication
36227045,pindolol Oral Product,medication
36245443,citric acid / simethicone / sodium bicarbonate Granule Product,medication
36219716,rifampin Pill,medication
36212876,ticagrelor Pill,medication
36212791,acetaminophen / dextromethorphan / phenylephrine Oral Product,medication
36218442,lidocaine / prilocaine Topical Product,medication
36222249,clofarabine Injectable Product,medication
36227433,terbinafine Oral Product,medication
36219727,risedronate Pill,medication
36249552,emtricitabine / tenofovir alafenamide Oral Product,medication
36219896,linezolid Oral Product,medication
36215577,aluminum hydroxide / magnesium hydroxide / simethicone Oral Liquid Product,medication
36217708,amlodipine / hydrochlorothiazide / olmesartan Oral Product,medication
36245918,nitroglycerin Transdermal Product,medication
36238284,linagliptin / metformin Oral Product,medication
36219239,zinc acetate Pill,medication
36225010,nitroglycerin Injectable Product,medication
36248979,brexpiprazole Oral Product,medication
36215578,aluminum hydroxide / magnesium hydroxide / simethicone Oral Product,medication
36216612,chlordiazepoxide Pill,medication
36220589,fluticasone Topical Product,medication
36224305,hydrochlorothiazide / propranolol Oral Product,medication
36227204,promazine Pill,medication
36216640,chlorhexidine Dental Product,medication
36213155,aspirin / butalbital / caffeine / codeine Pill,medication
36216847,acetaminophen / pseudoephedrine Oral Product,medication
36213483,codeine / promethazine Oral Product,medication
36214287,bacitracin / neomycin / polymyxin B Ophthalmic Product,medication
36217183,acyclovir Oral Liquid Product,medication
36212399,chloroquine Pill,medication
36226491,docusate Rectal Product,medication
36221148,midazolam Oral Liquid Product,medication
36218765,glipizide / metformin Oral Product,medication
36227613,rizatriptan Oral Product,medication
36243436,icosapent ethyl Oral Product,medication
36226751,medroxyprogesterone Oral Product,medication
36223600,potassium chloride Injectable Product,medication
1366370,glycopyrronium Oral Product,medication
36220831,17-alpha-hydroxyprogesterone Injectable Product,medication
36218762,glatiramer Injectable Product,medication
36246799,tofacitinib Oral Product,medication
36224502,dopamine Injectable Product,medication
37498247,ubrogepant Pill,medication
37496830,semaglutide Pill,medication
1594522,fosfomycin Oral Powder Product,medication
36222281,ezetimibe Oral Product,medication
36214107,ibuprofen Oral Product,medication
36215785,atropine / hyoscyamine / phenobarbital / scopolamine Pill,medication
36243689,enzalutamide Oral Product,medication
1145658,capmatinib Pill,medication
36217451,acetaminophen / guaifenesin / phenylephrine Oral Product,medication
36214049,glycerin / propylene glycol Ophthalmic Product,medication
36225395,mesna Pill,medication
36226802,haloperidol Oral Product,medication
36213895,ramelteon Pill,medication
36246749,perampanel Pill,medication
36226334,methoxsalen Injectable Product,medication
36222594,loteprednol etabonate / tobramycin Ophthalmic Product,medication
36215753,montelukast Pill,medication
36225481,topiramate Oral Product,medication
36215290,dextroamphetamine Pill,medication
36214580,morphine Injectable Product,medication
36238127,acetaminophen / dexbrompheniramine Oral Product,medication
36244850,amoxicillin / clavulanate Chewable Product,medication
36248204,aspirin / calcium carbonate Pill,medication
36225295,polyethylene glycol 400 / propylene glycol Ophthalmic Product,medication
36226299,cevimeline Oral Product,medication
36212963,azithromycin Pill,medication
36215522,albuterol Inhalant Product,medication
36226326,methotrexate Oral Product,medication
36218899,polyethylene glycol 3350 / potassium chloride / sodium bicarbonate / sodium chloride / sodium sulfate Oral Product,medication
36218386,hydrocortisone / pramoxine Rectal Product,medication
36222375,fexofenadine Pill,medication
36218326,hydrocodone / ibuprofen Pill,medication
36215395,candesartan Oral Product,medication
36220187,magnesium amino acid chelate Pill,medication
36245733,docosaenoic acid / eicosapentaenoate Oral Product,medication
36224760,memantine Pill,medication
36220819,hydromorphone Oral Product,medication
36224769,flumazenil Injectable Product,medication
36216808,acitretin Pill,medication
36226001,vitamin B complex Pill,medication
36217279,ceftazidime Injectable Product,medication
36227176,fluvoxamine Pill,medication
36220417,ephedrine Injectable Product,medication
36212456,dextromethorphan / guaifenesin / pseudoephedrine Oral Liquid Product,medication
36215720,milnacipran Oral Product,medication
36224549,econazole Topical Product,medication
36223132,metformin / pioglitazone Pill,medication
36214852,rocuronium Injectable Product,medication
36212319,chlorzoxazone Oral Product,medication
36226637,lacosamide Injectable Product,medication
36227156,fluphenazine Injectable Product,medication
36226416,sevelamer Oral Product,medication
36212533,cromolyn Ophthalmic Product,medication
36224805,fluoxetine Pill,medication
36217291,ciprofloxacin Oral Product,medication
36216121,acetaminophen / hydrocodone Oral Product,medication
36215893,6-aminocaproic acid Injectable Product,medication
36217611,benzocaine Mucosal Product,medication
36243714,ammonia Nasal Product,medication
36217860,buprenorphine Injectable Product,medication
36225445,furosemide Oral Liquid Product,medication
36223772,naratriptan Pill,medication
36216361,clindamycin Oral Product,medication
36217143,clonidine Pill,medication
36245026,psyllium Oral Powder Product,medication
36243852,famotidine Disintegrating Oral Product,medication
36227606,rivaroxaban Oral Product,medication
36214835,colchicine Pill,medication
36223932,cefdinir Oral Liquid Product,medication
36211852,ethambutol Pill,medication
36214070,zileuton Pill,medication
36225244,trifluoperazine Oral Product,medication
36222371,fexofenadine / pseudoephedrine Oral Product,medication
36213828,cyclosporine Oral Liquid Product,medication
36217236,diclofenac Pill,medication
36223022,magnesium lactate Oral Product,medication
36227491,hydralazine Injectable Product,medication
36217993,calcium carbonate / cholecalciferol Pill,medication
36225670,opium Oral Liquid Product,medication
36226132,famotidine Injectable Product,medication
36227629,rosuvastatin Pill,medication
36217233,diclofenac Ophthalmic Product,medication
36225365,ketorolac Injectable Product,medication
36213319,neostigmine Injectable Product,medication
36220293,calcium phosphate / melatonin Pill,medication
36246967,droxidopa Pill,medication
36222277,exemestane Pill,medication
36249030,isavuconazonium Pill,medication
36248811,levothyroxine Injectable Product,medication
36214373,scopolamine Topical Product,medication
36224677,mechlorethamine Injectable Product,medication
36217252,dicyclomine Pill,medication
36224241,paliperidone Oral Product,medication
36248277,brivaracetam Oral Product,medication
36213586,ethinyl estradiol / levonorgestrel Oral Product,medication
36217865,bupropion Pill,medication
36217228,diclofenac / misoprostol Pill,medication
36224319,hydrochlorothiazide / triamterene Oral Product,medication
36214087,zolmitriptan Pill,medication
36222374,fexofenadine Oral Product,medication
36224293,hydrochlorothiazide / losartan Oral Product,medication
36222067,cabergoline Oral Product,medication
36246966,droxidopa Oral Product,medication
36226932,lenalidomide Oral Product,medication
36226827,hepatitis A vaccine (inactivated) strain HM175 Injectable Product,medication
36225331,"sodium phosphate, dibasic / sodium phosphate, monobasic Rectal Product",medication
36238274,azilsartan / chlorthalidone Pill,medication
36223252,Salmonella typhi Ty21a live antigen Oral Product,medication
36212725,allopurinol Pill,medication
36213313,neomycin Oral Product,medication
36223761,nabumetone Pill,medication
36219362,loratadine Pill,medication
36215809,bisoprolol / hydrochlorothiazide Oral Product,medication
36211911,aspirin / oxycodone Oral Product,medication
36219048,tamoxifen Pill,medication
36220748,hydrocortisone / lidocaine Rectal Product,medication
36224320,hydrochlorothiazide / triamterene Pill,medication
36248545,ledipasvir / sofosbuvir Oral Product,medication
36213642,remifentanil Injectable Product,medication
36214622,petrolatum Topical Product,medication
36226009,vitamin B6 Pill,medication
36227312,sodium chloride Inhalant Product,medication
1145947,ascorbic acid / cholecalciferol / niacin / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin B6 / vitamin E Oral Liquid Product,medication
36224212,imatinib Oral Product,medication
36217030,amoxicillin / clavulanate Pill,medication
36219069,hyoscyamine Oral Liquid Product,medication
36225495,travoprost Ophthalmic Product,medication
36214702,"insulin aspart protamine, human / insulin aspart, human Injectable Product",medication
36216907,acebutolol Oral Product,medication
36213837,glyburide / metformin Pill,medication
36216811,dimenhydrinate Pill,medication
36226484,"docusate / sennosides, USP Pill",medication
35201768,"secretin human, synthetic Injectable Product",medication
36224382,iodine Topical Product,medication
36218383,valsartan Oral Product,medication
36226252,bicalutamide Pill,medication
36215990,cytarabine Injectable Product,medication
36214584,morphine Pill,medication
36221084,metoprolol Oral Product,medication
36248597,ivacaftor / lumacaftor Pill,medication
36212939,atropine Injectable Product,medication
36248139,cariprazine Oral Product,medication
36217184,acyclovir Oral Product,medication
36211792,pregabalin Pill,medication
36225202,methimazole Oral Product,medication
36225343,sodium ferric gluconate complex Injectable Product,medication
36220161,pitavastatin Oral Product,medication
36215240,desmopressin Oral Product,medication
36227307,sodium bicarbonate Oral Product,medication
36226908,lansoprazole Oral Product,medication
36226544,duloxetine Oral Product,medication
36223641,vincristine Injectable Product,medication
36224224,infliximab Injectable Product,medication
36221021,levocarnitine Oral Product,medication
36221413,penicillin G Injectable Product,medication
36215093,dextromethorphan Oral Liquid Product,medication
36226283,celecoxib Pill,medication
36212405,chlorothiazide Oral Liquid Product,medication
36226297,cetuximab Injectable Product,medication
36221202,glucose / potassium chloride / sodium chloride Injectable Product,medication
36213346,phenylephrine / promethazine Oral Liquid Product,medication
36221392,mineral oil Oral Product,medication
36216364,clindamycin Vaginal Product,medication
36213482,codeine / promethazine Oral Liquid Product,medication
36213456,chlorpheniramine / phenylephrine Oral Product,medication
36223692,procarbazine Oral Product,medication
36215811,bisoprolol Oral Product,medication
36224745,itraconazole Oral Product,medication
36218695,metronidazole Oral Product,medication
36219681,perindopril Oral Product,medication
36247436,tafamidis Oral Product,medication
36221699,ramipril Pill,medication
36215810,bisoprolol / hydrochlorothiazide Pill,medication
36249522,olopatadine Nasal Product,medication
36218039,carisoprodol Oral Product,medication
36244197,benzoyl peroxide Soap Product,medication
36219389,mirtazapine Oral Product,medication
36217720,amlodipine / valsartan Oral Product,medication
36244331,sodium fluoride Oral Paste Product,medication
36214493,atovaquone / proguanil Pill,medication
36248152,cobicistat / elvitegravir / emtricitabine / tenofovir alafenamide Oral Product,medication
36213366,salsalate Pill,medication
36224904,chloroprocaine Injectable Product,medication
36218768,glipizide Pill,medication
36227221,propofol Injectable Product,medication
36217871,buspirone Oral Product,medication
36213780,cholestyramine resin Oral Product,medication
36214086,zolmitriptan Oral Product,medication
36226086,lacosamide Oral Liquid Product,medication
36211941,calcium gluconate Oral Product,medication
36244365,sulfacetamide / sulfur Soap Product,medication
36217552,acetaminophen / butalbital / caffeine / codeine Pill,medication
36246794,melatonin Chewable Product,medication
36243761,cholecalciferol Disintegrating Oral Product,medication
36217848,bumetanide Oral Product,medication
36220792,voriconazole Pill,medication
36217887,carboxymethylcellulose Ophthalmic Product,medication
36247872,umeclidinium / vilanterol Inhalant Product,medication
36226249,bexarotene Pill,medication
789771,thyrotropin alfa Injectable Product,medication
36217567,ascorbic acid / cuprous oxide / lutein / vitamin E / zinc oxide Pill,medication
36214089,zolpidem Oral Product,medication
36221360,psyllium Pill,medication
36223726,sucralfate Oral Product,medication
36223456,prednisone Pill,medication
36222633,ergocalciferol Pill,medication
36214750,calcium chloride / lactate / potassium chloride / sodium chloride Irrigation Product,medication
36212950,azacitidine Injectable Product,medication
36227319,sodium chloride Pill,medication
36220120,pioglitazone Oral Product,medication
36224517,doxepin Topical Product,medication
36218914,propranolol Injectable Product,medication
1356025,ravulizumab Injectable Product,medication
36223254,"typhoid Vi polysaccharide vaccine, S typhi Ty2 strain Injectable Product",medication
36222573,lurasidone Oral Product,medication
36224744,itraconazole Oral Liquid Product,medication
36218672,lidocaine / tetracaine Topical Product,medication
36218963,sulfamethoxazole / trimethoprim Pill,medication
36225807,isoniazid Pill,medication
36223421,oxazepam Oral Product,medication
36221429,pentamidine Inhalant Product,medication
36227193,telmisartan Oral Product,medication
36215511,neomycin / polymyxin B Irrigation Product,medication
36224243,palivizumab Injectable Product,medication
36224127,disopyramide Pill,medication
36224096,salmon calcitonin Nasal Product,medication
36216559,cinnamon bark Oral Product,medication
36224525,doxycycline Pill,medication
36223737,vitamin K Oral Product,medication
36212324,indomethacin Rectal Product,medication
36225420,omega-3 acid ethyl esters (USP) Pill,medication
36223738,vitamin K Pill,medication
36215488,naproxen Oral Product,medication
36224993,menthol / methyl salicylate Topical Product,medication
36212611,naphazoline Ophthalmic Product,medication
36214831,colchicine / probenecid Pill,medication
36246905,albiglutide Injectable Product,medication
36219397,mitomycin Injectable Product,medication
36221098,lidocaine Rectal Product,medication
36214487,atenolol Oral Product,medication
36225137,hydrochlorothiazide / irbesartan Pill,medication
1511386,risankizumab Injectable Product,medication
36224483,pantoprazole Pill,medication
36222293,febuxostat Pill,medication
36213723,dextromethorphan / guaifenesin Oral Product,medication
36217456,amantadine Oral Liquid Product,medication
36222343,ubidecarenone Pill,medication
36217457,amantadine Oral Product,medication
36214814,chlorpromazine Oral Product,medication
36213690,coal tar Topical Product,medication
36247404,vedolizumab Injectable Product,medication
36223170,triamcinolone Oral Product,medication
36225757,emtricitabine / tenofovir disoproxil Oral Product,medication
36215766,pyridoxine Oral Product,medication
36217058,amphetamine / dextroamphetamine Pill,medication
36248678,sacubitril / valsartan Pill,medication
36216957,amiodarone Pill,medication
36217716,amlodipine / olmesartan Oral Product,medication
36214120,tobramycin Ophthalmic Product,medication
36212216,codeine / guaifenesin Oral Product,medication
36217004,acetazolamide Pill,medication
36217603,benzocaine / resorcinol Vaginal Product,medication
36214288,bacitracin / neomycin / polymyxin B Topical Product,medication
36220860,mequinol / tretinoin Topical Product,medication
36215528,alcaftadine Ophthalmic Product,medication
36212406,chlorothiazide Oral Product,medication
36224638,ipratropium Inhalant Product,medication
36218475,esomeprazole Oral Product,medication
36214116,tinidazole Oral Product,medication
36227315,sodium chloride Nasal Product,medication
36218197,calcium carbonate / cholecalciferol / magnesium oxide Oral Product,medication
36215752,montelukast Oral Product,medication
36247189,apremilast Oral Product,medication
36244870,menthol Lozenge Product,medication
36226141,felodipine Oral Product,medication
36214992,calcium citrate Oral Product,medication
36246664,regorafenib Oral Product,medication
36226379,progesterone Oral Product,medication
36215658,metaxalone Oral Product,medication
36219365,lorazepam Oral Product,medication
36221629,sumatriptan Nasal Product,medication
36223882,omalizumab Injectable Product,medication
36238128,acetaminophen / dexbrompheniramine Pill,medication
36226686,guaifenesin / pseudoephedrine Pill,medication
36227336,sodium fluoride Paste Product,medication
36215220,denosumab Injectable Product,medication
36244673,soybean lecithin Chewable Product,medication
36212215,codeine / guaifenesin Oral Liquid Product,medication
36223689,procaine Injectable Product,medication
36216450,beta carotene Oral Product,medication
36248340,naloxone Inhalant Product,medication
36248865,"L1 protein, human papillomavirus type 11 vaccine / L1 protein, human papillomavirus type 16 vaccine / L1 protein, human papillomavirus type 18 vaccine / L1 protein, human papillomavirus type 31 vaccine / L1 protein, human papillomavirus type 33 vaccine...",medication
40220705,methylnaltrexone Oral Product,medication
36224603,fosinopril Pill,medication
36226506,flecainide Pill,medication
1510229,Bifidobacterium animalis / Lactobacillus acidophilus Oral Product,medication
36217722,amlodipine Oral Product,medication
36220606,fosphenytoin Injectable Product,medication
36223399,oseltamivir Pill,medication
36221628,sumatriptan Injectable Product,medication
36218040,carisoprodol Pill,medication
36223873,olanzapine Injectable Product,medication
36245785,zolmitriptan Disintegrating Oral Product,medication
36222287,famciclovir Pill,medication
36225211,sincalide Injectable Product,medication
36223139,metformin / saxagliptin Oral Product,medication
36247974,treprostinil Oral Product,medication
36238169,fluorescein / proparacaine Ophthalmic Product,medication
36221085,metoprolol Pill,medication
36215425,dabigatran etexilate Oral Product,medication
36225209,simvastatin Oral Product,medication
36222659,magnesium citrate Oral Liquid Product,medication
36221094,lidocaine Ophthalmic Product,medication
36223332,phenytoin Pill,medication
36225687,potassium iodide Oral Product,medication
36215424,cytomegalovirus immune globulin Injectable Product,medication
36214317,indapamide Oral Product,medication
36247975,treprostinil Pill,medication
36224042,diphenhydramine Oral Liquid Product,medication
36226488,docusate Oral Product,medication
36214494,atovaquone Oral Liquid Product,medication
36226879,pemirolast Ophthalmic Product,medication
36226518,fluconazole Oral Product,medication
36219657,cocoa butter / phenylephrine / shark liver oil Rectal Product,medication
36246884,empagliflozin Oral Product,medication
36244695,benzocaine / dextromethorphan Lozenge Product,medication
36227393,ofloxacin Ophthalmic Product,medication
36214357,magnesium gluconate Oral Product,medication
36244054,potassium Chewable Product,medication
36220898,prasugrel Oral Product,medication
35200235,glycopyrronium Medicated Pad or Tape,medication
36221204,glucose / sodium chloride Injectable Product,medication
36225014,nitroglycerin Pill,medication
36214215,albendazole Oral Product,medication
36246549,doxylamine / pyridoxine Oral Product,medication
36215408,cyclobenzaprine Oral Product,medication
792901,latanoprostene bunod Ophthalmic Product,medication
36248418,sugammadex Injectable Product,medication
36215479,magnesium oxide Oral Product,medication
36247443,pembrolizumab Injectable Product,medication
36243882,cholecalciferol Chewable Product,medication
36222367,fesoterodine Oral Product,medication
36222278,exenatide Injectable Product,medication
36212531,cromolyn Inhalant Product,medication
36213853,moxifloxacin Ophthalmic Product,medication
36214937,deferasirox Oral Liquid Product,medication
36220491,escitalopram Oral Product,medication
36217028,amoxicillin / clavulanate Oral Liquid Product,medication
36248677,sacubitril / valsartan Oral Product,medication
36244675,vardenafil Disintegrating Oral Product,medication
36221756,tetracycline Pill,medication
1356034,prucalopride Oral Product,medication
36219894,linezolid Injectable Product,medication
36212852,Saccharomyces boulardii Pill,medication
36245451,vitamin B12 Sublingual Product,medication
36212404,chlorothiazide Injectable Product,medication
36223224,atorvastatin Oral Product,medication
36225884,benzonatate Pill,medication
36211842,ethacrynate Injectable Product,medication
36219984,thiamine Injectable Product,medication
36227567,etonogestrel Drug Implant Product,medication
36223016,magnesium glycinate Pill,medication
36224173,donepezil Pill,medication
36219020,quinidine Oral Product,medication
36219047,tamoxifen Oral Product,medication
36248468,evolocumab Injectable Product,medication
36215801,bisacodyl Rectal Product,medication
36213117,antithrombin III Injectable Product,medication
1510469,erenumab Injectable Product,medication
36219721,riluzole Oral Product,medication
36223103,"L1 protein, human papillomavirus type 11 vaccine / L1 protein, human papillomavirus type 16 vaccine / L1 protein, human papillomavirus type 18 vaccine / L1 protein, human papillomavirus type 6 vaccine Injectable Product",medication
36248928,nivolumab Injectable Product,medication
36224242,paliperidone Pill,medication
36227194,telmisartan Pill,medication
36218173,benztropine Oral Product,medication
36216955,amiodarone Injectable Product,medication
36218168,benzoyl peroxide Topical Product,medication
36248234,tipiracil / trifluridine Oral Product,medication
36215774,atropine / diphenoxylate Pill,medication
36220202,pitavastatin Pill,medication
36216862,aminolevulinate Topical Product,medication
36224291,hydrochlorothiazide / lisinopril Oral Product,medication
36224516,doxepin Pill,medication
36247061,tedizolid Oral Product,medication
36226063,ertapenem Injectable Product,medication
36224283,tirofiban Injectable Product,medication
36220621,meningococcal group A polysaccharide / meningococcal group C polysaccharide / meningococcal polysaccharide vaccine group W-135 / meningococcal polysaccharide vaccine group Y Injectable Product,medication
36212792,acetaminophen / dextromethorphan / phenylephrine Pill,medication
36248613,edoxaban Pill,medication
36217862,buprenorphine Pill,medication
36222949,valacyclovir Oral Product,medication
36214406,tramadol Pill,medication
36220911,prednisolone Oral Liquid Product,medication
36248592,pirfenidone Pill,medication
1594562,polyethylene glycol 3350 / potassium chloride / sodium bicarbonate / sodium chloride / sodium sulfate Oral Powder Product,medication
36222282,ezetimibe Pill,medication
36214984,glimepiride Oral Product,medication
36223618,vemurafenib Oral Product,medication
36221011,levetiracetam Oral Liquid Product,medication
35201421,sodium polystyrene sulfonate Oral Powder Product,medication
36216558,cimetidine Pill,medication
1718500,tenofovir alafenamide Oral Product,medication
36222286,famciclovir Oral Product,medication
963855,biotin Sublingual Product,medication
36218086,cyproheptadine Oral Product,medication
36223204,armodafinil Pill,medication
36218135,cephalexin Oral Product,medication
36221043,methylphenidate Oral Product,medication
36214143,alvimopan Oral Product,medication
36247788,macitentan Pill,medication
36215773,atropine / diphenoxylate Oral Product,medication
36223398,oseltamivir Oral Product,medication
36223969,donepezil Oral Product,medication
36221994,clobazam Oral Product,medication
36218607,leucovorin Oral Product,medication
36224313,hydrochlorothiazide / spironolactone Oral Product,medication
36224727,isosorbide Oral Product,medication
36212305,chlorthalidone Oral Product,medication
1361597,upadacitinib Pill,medication
36218961,sulfamethoxazole / trimethoprim Oral Liquid Product,medication
36216220,calamine Topical Product,medication
36224576,enalapril / hydrochlorothiazide Pill,medication
36219045,talc Topical Product,medication
36220432,ginger root Pill,medication
36247596,factor IX / factor VII / factor X / protein C / protein S / prothrombin Injectable Product,medication
36214412,tranexamic acid Pill,medication
36225366,ketorolac Ophthalmic Product,medication
36227379,nystatin Topical Product,medication
36221091,lidocaine Injectable Product,medication
36214411,tranexamic acid Oral Product,medication
36220823,hydroxocobalamin Injectable Product,medication
36224403,sitagliptin Oral Product,medication
36214422,trazodone Oral Product,medication
1594375,gentamicin Ophthalmic Product,medication
36227544,follicle stimulating hormone / luteinizing hormone Injectable Product,medication
36224511,doxazosin Oral Product,medication
36225482,topiramate Pill,medication
36225206,simethicone Oral Liquid Product,medication
36244872,buprenorphine Sublingual Product,medication
36216159,amikacin Injectable Product,medication
36223336,selegiline Pill,medication
36246400,canagliflozin Oral Product,medication
36213363,salicylic acid Topical Product,medication
36227448,tetrahydrozoline Ophthalmic Product,medication
36224294,hydrochlorothiazide / losartan Pill,medication
36217595,ascorbic acid Pill,medication
36217714,amlodipine / benazepril Oral Product,medication
36220591,fluvastatin Oral Product,medication
36221754,tetracycline Oral Product,medication
36219249,zinc oxide Topical Product,medication
36227157,fluphenazine Oral Liquid Product,medication
36226060,eribulin Injectable Product,medication
36215894,6-aminocaproic acid Oral Liquid Product,medication
36224177,dorzolamide / timolol Ophthalmic Product,medication
36224973,pimecrolimus Topical Product,medication
36226517,fluconazole Oral Liquid Product,medication
36212074,glycerin Topical Product,medication
36211818,proparacaine Ophthalmic Product,medication
36244844,risperidone Disintegrating Oral Product,medication
36224802,fluoxetine / olanzapine Pill,medication
